Source,Target,Weight,Type
А.С.Волков,С.С.Бобров,1,directed
А.С.Волков,А.Г.Решетников,1,directed
Д.М.Соколов,М.В.Цветихин,1,directed
Д.М.Соколов,Е.Р.Дашкова,1,directed
Д.М.Соколов,И.И.Лепехин,1,directed
Д.М.Соколов,Ф.Я.Козельский,1,directed
Д.М.Соколов,М.В.Ломоносов,1,directed
Е.С.Урусова,В.К.Тредиаковский,1,directed
Е.С.Урусова,Г.Р.Державин,1,directed
Е.С.Урусова,А.А.Ржевский,1,directed
Е.С.Урусова,А.В.Храповицкий,1,directed
Е.С.Урусова,Н.М.Карамзин,1,directed
Е.С.Урусова,Я.Б.Княжнин,1,directed
Е.С.Урусова,Е.В.Хераскова,1,directed
Е.С.Урусова,П.И.Голенищев-Кутузов,1,directed
Е.С.Урусова,И.С.Захаров,1,directed
А.С.Струговщиков,О.П.Козодавлев,1,directed
И.И.Соколов,В.Т.Золотницкий,1,directed
И.И.Соколов,И.И.Тихомиров,1,directed
П.С.Семенов,С.А.Порошин,1,directed
П.С.Семенов,Н.Г.Курганов,1,directed
П.С.Семенов,М.В.Ломоносов,1,directed
В.А.Чертков,ЕкатеринаII,1,directed
М.М.Десницкий,Н.И.Новиков,1,directed
М.М.Десницкий,ЕкатеринаII,1,directed
А.В.Колмаков,ЕкатеринаII,1,directed
А.В.Колмаков,М.В.Ломоносов,1,directed
А.В.Колмаков,А.Д.Кантемир,1,directed
А.В.Колмаков,В.Г.Рубан,1,directed
А.В.Колмаков,А.И.Бухарский,1,directed
И.А.Третьяков,ЕкатеринаII,1,directed
И.А.Третьяков,В.Е.Адодуров,1,directed
И.А.Третьяков,Д.С.Аничков,1,directed
Ф.Н.Голицын,Н.И.Панин,1,directed
Ф.Н.Голицын,Г.Р.Державин,1,directed
Ф.Н.Голицын,М.В.Ломоносов,1,directed
Ф.Н.Голицын,Ф.И.Сапожников,1,directed
М.Н.Баккаревич,М.В.Ломоносов,1,directed
М.Н.Баккаревич,Г.Р.Державин,1,directed
М.Н.Баккаревич,С.Е.Родзянка,1,directed
М.Н.Баккаревич,В.С.Подшивалов,1,directed
Ил.Ф.Тимковский,Н.М.Карамзин,1,directed
Ил.Ф.Тимковский,Г.Р.Державин,1,directed
Ил.Ф.Тимковский,И.И.Шувалов,1,directed
Ил.Ф.Тимковский,О.П.Козодавлев,1,directed
А.И.Дубровский,Н.Н.Поповский,1,directed
А.И.Дубровский,Я.Я.Штелин,1,directed
А.И.Дубровский,М.В.Ломоносов,1,directed
В.Г.Рубан,Н.Н.Поповский,1,directed
В.Г.Рубан,С.Г.Домашнев,1,directed
В.Г.Рубан,В.Д.Санковский,1,directed
В.Г.Рубан,ЕкатеринаII,1,directed
В.Г.Рубан,С.С.Башилов,1,directed
В.Г.Рубан,И.П.Пырский,1,directed
В.Г.Рубан,И.Н.Дебольцев,1,directed
В.Г.Рубан,М.И.Веревкин,1,directed
В.Г.Рубан,М.Г.Спиридов,1,directed
В.Г.Рубан,Г.Р.Державин,1,directed
В.Г.Рубан,И.С.Барков,1,directed
В.Г.Рубан,Г.И.Калиновский,1,directed
В.Г.Рубан,С.И.Плещеев,1,directed
В.Г.Рубан,С.П.Колосов,1,directed
В.Г.Рубан,А.В.Колмаков,1,directed
В.Г.Рубан,Г.Н.Городчанинов,1,directed
В.Г.Рубан,В.В.Капнист,1,directed
В.Г.Рубан,А.А.Палицын,1,directed
В.Г.Рубан,И.И.Хемницер,1,directed
М.Е.Финицкий,М.В.Ломоносов,1,directed
А.М.Щекатов,Н.И.Новиков,1,directed
А.М.Щекатов,П.П.Чертков,1,directed
А.М.Щекатов,И.В.Шишкин,1,directed
А.М.Щекатов,Ф.А.Полунин,1,directed
Н.С.Ильинский,А.Ф.Бестужев,1,directed
Н.С.Ильинский,А.Н.Радищев,1,directed
Н.С.Ильинский,Г.Р.Державин,1,directed
Н.С.Ильинский,ЕкатеринаII,1,directed
Н.С.Ильинский,И.И.Голиков,1,directed
А.С.Строганов,И.П.Елагин,1,directed
А.С.Строганов,А.П.Шувалов,1,directed
А.С.Строганов,ЕкатеринаII,1,directed
А.С.Строганов,Е.Р.Дашкова,1,directed
А.С.Строганов,Ф.И.Миллер,1,directed
А.С.Строганов,Г.Р.Державин,1,directed
А.С.Строганов,М.В.Ломоносов,1,directed
А.Филиппов,А.Т.Болотов,1,directed
А.Филиппов,Ф.А.Эмин,1,directed
С.И.Голицын,ЕкатеринаII,1,directed
Ф.И.Корбелецкий,Г.Р.Державин,1,directed
К.И.Дараган,А.Н.Радищев,1,directed
К.И.Дараган,Г.Р.Державин,1,directed
П.А.Сохацкий,В.Г.Рубан,1,directed
П.А.Сохацкий,М.Г.Гаврилов,1,directed
П.А.Сохацкий,В.С.Подшивалов,1,directed
П.А.Сохацкий,П.В.Победоносцев,1,directed
Ф.Кветницкий,М.В.Ломоносов,1,directed
В.М.Жуков,А.С.Жукова,1,directed
В.М.Жуков,В.С.Подшивалов,1,directed
В.М.Жуков,П.А.Сохацкий,1,directed
В.М.Жуков,И.И.Голиков,1,directed
С.Г.Зыбелин,М.В.Ломоносов,1,directed
С.Г.Зыбелин,Н.Н.Поповский,1,directed
С.Г.Зыбелин,М.М.Херасков,1,directed
Е.А.Колычев,И.П.Пнин,1,directed
Д.И.Дмитревский,Н.И.Новиков,1,directed
Д.И.Дмитревский,Н.М.Карамзин,1,directed
Д.И.Дмитревский,А.А.Петров,1,directed
Д.И.Дмитревский,Ф.П.Ключарев,1,directed
А.Г.Карин,М.М.Херасков,1,directed
А.Г.Карин,И.П.Елагин,1,directed
А.Г.Карин,И.А.Дмитревский,1,directed
А.Г.Карин,В.Д.Санковский,1,directed
А.Г.Карин,ЕкатеринаII,1,directed
М.Г.Гаврилов,И.И.Мелиссино,1,directed
М.Г.Гаврилов,Я.М.Родде,1,directed
М.Г.Гаврилов,В.С.Подшивалов,1,directed
М.Г.Гаврилов,П.А.Сохацкий,1,directed
М.Г.Гаврилов,А.М.Брянцев,1,directed
Д.А.Сеченов,М.В.Ломоносов,1,directed
Д.А.Сеченов,ЕкатеринаII,1,directed
М.Н.Костин,Г.Л.Брайко,1,directed
ЕкатеринаII,В.Е.Адодуров,1,directed
ЕкатеринаII,Я.Я.Штелин,1,directed
ЕкатеринаII,И.П.Елагин,1,directed
ЕкатеринаII,М.М.Херасков,1,directed
ЕкатеринаII,Ф.Г.Волков,1,directed
ЕкатеринаII,А.Я.Поленов,1,directed
ЕкатеринаII,М.В.Ломоносов,1,directed
ЕкатеринаII,А.Н.Радищев,1,directed
ЕкатеринаII,Г.В.Козицкий,1,directed
ЕкатеринаII,Г.Р.Державин,1,directed
ЕкатеринаII,В.И.Лукин,1,directed
ЕкатеринаII,В.К.Тредиаковский,1,directed
ЕкатеринаII,Е.Р.Дашкова,1,directed
ЕкатеринаII,С.П.Румянцев,1,directed
ЕкатеринаII,Х.А.Чеботарев,1,directed
ЕкатеринаII,С.Е.Десницкий,1,directed
Я.Добрынин,М.В.Ломоносов,1,directed
Я.Добрынин,И.В.Шишкин,1,directed
Е.И.Титова,А.С.Яковлев,1,directed
П.Суворов,В.К.Тредиаковский,1,directed
П.Суворов,М.В.Ломоносов,1,directed
П.Суворов,И.П.Елагин,1,directed
Н.Е.Струйский,Н.Н.Поповский,1,directed
Н.Е.Струйский,С.Г.Домашнев,1,directed
Н.Е.Струйский,Г.Р.Державин,1,directed
Н.Е.Струйский,ЕкатеринаII,1,directed
Н.Е.Струйский,И.А.Дмитревский,1,directed
Н.Е.Струйский,А.Т.Болотов,1,directed
А.Н.Серебренников,В.К.Тредиаковский,1,directed
А.Н.Серебренников,ЕкатеринаII,1,directed
А.Н.Серебренников,М.В.Ломоносов,1,directed
А.Н.Серебренников,В.Г.Рубан,1,directed
А.Н.Серебренников,Е.Р.Дашкова,1,directed
А.Н.Серебренников,И.И.Лепехин,1,directed
П.И.Богданов,Г.Р.Державин,1,directed
П.И.Богданов,Н.М.Карамзин,1,directed
Г.Р.Державин,М.И.Веревкин,1,directed
Г.Р.Державин,ЕкатеринаII,1,directed
Г.Р.Державин,В.К.Тредиаковский,1,directed
Г.Р.Державин,М.В.Ломоносов,1,directed
Г.Р.Державин,Ф.А.Козловский,1,directed
Г.Р.Державин,А.И.Дубровский,1,directed
Г.Р.Державин,В.Г.Рубан,1,directed
Г.Р.Державин,С.В.Перфильев,1,directed
Г.Р.Державин,Н.А.Львов,1,directed
Г.Р.Державин,В.В.Капнист,1,directed
Г.Р.Державин,И.И.Хемницер,1,directed
Г.Р.Державин,П.Л.Вельяминов,1,directed
Г.Р.Державин,М.Н.Муравьев,1,directed
Г.Р.Державин,О.П.Козодавлев,1,directed
Г.Р.Державин,Е.Р.Дашкова,1,directed
Г.Р.Державин,Д.П.Цицианов,1,directed
Г.Р.Державин,А.М.Дмитриев-Мамонов,1,directed
Г.Р.Державин,Н.М.Карамзин,1,directed
Г.Р.Державин,И.С.Захаров,1,directed
Г.Р.Державин,Я.А.Галинковский,1,directed
Н.И.Титова,Н.В.Толстой,1,directed
А.С.Агафонов,А.Л.Леонтьев,1,directed
С.К.Вязмитинов,Я.И.Булгаков,1,directed
С.К.Вязмитинов,Г.Р.Державин,1,directed
С.К.Вязмитинов,И.С.Захаров,1,directed
А.Ф.Ржевская,А.А.Ржевский,1,directed
А.Ф.Ржевская,В.Г.Рубан,1,directed
Ф.И.Янковичдемириево,ЕкатеринаII,1,directed
Ф.И.Янковичдемириево,П.И.Пастухов,1,directed
Ф.И.Янковичдемириево,Е.Б.Сырейщиков,1,directed
Ф.И.Янковичдемириево,Т.П.Кирияк,1,directed
Ф.И.Янковичдемириево,М.А.Матинский,1,directed
С.В.Салтыков,ЕкатеринаII,1,directed
Н.М.Яновский,А.И.Клушин,1,directed
П.А.Юрьев,ЕкатеринаII,1,directed
Е.П.Свиньина,В.С.Подшивалов,1,directed
Е.П.Свиньина,Н.М.Карамзин,1,directed
А.П.Елоховский,И.И.Мартынов,1,directed
Н.С.Титов,ЕкатеринаII,1,directed
П.Е.Турковский,Я.И.Булгаков,1,directed
П.Е.Турковский,В.А.Приклонский,1,directed
И.Текутьев,П.С.Свистунов,1,directed
И.Текутьев,Е.А.Меншикова,1,directed
И.И.Богаевский,С.Г.Домашнев,1,directed
И.И.Богаевский,Е.Р.Дашкова,1,directed
Я.М.Родде,И.П.Елагин,1,directed
Я.М.Родде,П.И.Рычков,1,directed
Я.М.Родде,М.В.Ломоносов,1,directed
С.И.Гамалея,Н.И.Новиков,1,directed
С.И.Гамалея,ЕкатеринаII,1,directed
С.И.Гамалея,А.М.Кутузов,1,directed
С.И.Гамалея,М.И.Багрянский,1,directed
С.И.Гамалея,Ф.П.Ключарев,1,directed
С.И.Гамалея,Н.М.Карамзин,1,directed
Н.Иванов,Г.Р.Державин,1,directed
И.Ф.Софонович,П.А.Сохацкий,1,directed
И.Ф.Софонович,Н.И.Новиков,1,directed
П.П.Бекетов,Н.М.Карамзин,1,directed
Д.С.Семенов-Руднев,В.П.Петров,1,directed
Д.С.Семенов-Руднев,ЕкатеринаII,1,directed
Д.С.Семенов-Руднев,М.В.Ломоносов,1,directed
Д.С.Семенов-Руднев,И.И.Мелиссино,1,directed
А.Г.Решетников,И.Виноградский,1,directed
А.Г.Решетников,И.С.Андреевский,1,directed
А.Г.Решетников,Е.П.Люценко,1,directed
А.Г.Решетников,Я.И.Романовский,1,directed
А.Г.Решетников,М.М.Вышеславцев,1,directed
А.Г.Решетников,Г.Р.Державин,1,directed
А.Г.Решетников,Е.И.Костров,1,directed
А.Г.Решетников,А.М.Котельницкий,1,directed
А.Г.Решетников,А.Крылов,1,directed
А.Г.Решетников,М.В.Ломоносов,1,directed
А.Г.Решетников,В.К.Тредиаковский,1,directed
М.В.Данилов,ЕкатеринаII,1,directed
М.В.Данилов,С.П.Крашенинников,1,directed
М.В.Данилов,М.В.Ломоносов,1,directed
Д.И.Карманов,ЕкатеринаII,1,directed
Д.И.Карманов,М.В.Ломоносов,1,directed
Д.И.Карманов,М.Н.Муравьев,1,directed
П.Г.Дивов,Г.Р.Державин,1,directed
И.И.Шувалов,ЕкатеринаII,1,directed
И.И.Шувалов,М.В.Ломоносов,1,directed
И.И.Шувалов,В.К.Тредиаковский,1,directed
И.И.Шувалов,Н.Н.Поповский,1,directed
И.И.Шувалов,Г.Р.Державин,1,directed
И.И.Шувалов,Е.И.Костров,1,directed
И.И.Шувалов,Е.Р.Дашкова,1,directed
И.И.Шувалов,О.П.Козодавлев,1,directed
И.И.Шувалов,Ф.И.Миллер,1,directed
И.И.Шувалов,А.П.Шувалов,1,directed
А.Ф.Якубович,Ф.П.Ключарев,1,directed
А.Ф.Якубович,Н.М.Карамзин,1,directed
Д.С.Аничков,В.Е.Адодуров,1,directed
Д.С.Аничков,Н.Н.Поповский,1,directed
Д.С.Аничков,П.А.Алексеев,1,directed
Д.С.Аничков,И.А.Третьяков,1,directed
Д.С.Аничков,ЕкатеринаII,1,directed
П.А.Алексеев,ЕкатеринаII,1,directed
П.А.Алексеев,А.В.Храповицкий,1,directed
И.А.Моркóв,ЕкатеринаII,1,directed
К.Я.Дамский,И.П.Степанов,1,directed
И.И.Виноградов,ЕкатеринаII,1,directed
И.И.Виноградов,Д.П.Горчаков,1,directed
И.И.Виноградов,Ф.А.Галченков,1,directed
И.И.Виноградов,Н.М.Карамзин,1,directed
П.К.Соловьев,Е.И.Костров,1,directed
И.Карпинский,Г.И.Добрынин,1,directed
С.П.Колосов,В.И.Крамаренков,1,directed
С.П.Колосов,В.С.Подшивалов,1,directed
С.П.Колосов,А.В.Олсуфьев,1,directed
С.П.Колосов,М.Д.Чулков,1,directed
В.О.Шишацкий,А.И.Леванда,1,directed
В.О.Шишацкий,А.И.Клушин,1,directed
В.П.Светов,Н.Н.Мотонис,1,directed
В.П.Светов,М.В.Ломоносов,1,directed
В.П.Светов,Г.В.Козицкий,1,directed
В.П.Светов,А.Я.Поленов,1,directed
В.П.Светов,В.Г.Рубан,1,directed
А.Вершницкий,И.С.Барков,1,directed
Н.И.Загоровский,А.Ф.Севастьянов,1,directed
Ф.И.Дмитриев-Мамонов,ЕкатеринаII,1,directed
Ф.И.Дмитриев-Мамонов,М.В.Ломоносов,1,directed
Ф.И.Дмитриев-Мамонов,В.К.Тредиаковский,1,directed
Ф.И.Дмитриев-Мамонов,Ф.А.Эмин,1,directed
И.С.Барков,М.В.Ломоносов,1,directed
И.С.Барков,В.К.Тредиаковский,1,directed
И.С.Барков,Ф.И.Миллер,1,directed
И.С.Барков,С.П.Крашенинников,1,directed
И.С.Барков,Я.Я.Штелин,1,directed
И.С.Барков,И.И.Акимов,1,directed
И.С.Барков,А.Ф.Хрущев,1,directed
И.С.Барков,А.Д.Кантемир,1,directed
И.С.Барков,Н.Н.Поповский,1,directed
И.С.Барков,В.Г.Рубан,1,directed
И.С.Барков,И.П.Елагин,1,directed
И.С.Барков,А.В.Олсуфьев,1,directed
И.С.Барков,П.С.Потемкин,1,directed
И.С.Барков,Г.Р.Державин,1,directed
И.С.Барков,П.М.Карабанов,1,directed
И.А.Второв,Н.М.Карамзин,1,directed
И.А.Второв,С.А.Москотильников,1,directed
И.А.Второв,М.И.Невзоров,1,directed
И.А.Второв,А.Крылов,1,directed
И.А.Второв,И.А.Кованько,1,directed
Г.Н.Городчанинов,И.И.Мартынов,1,directed
Г.Н.Городчанинов,Г.Р.Державин,1,directed
Г.Н.Городчанинов,М.В.Ломоносов,1,directed
Г.Н.Городчанинов,Н.М.Карамзин,1,directed
Г.Н.Городчанинов,М.Л.Магницкий,1,directed
Р.М.Цебриков,Ф.И.Сапожников,1,directed
Р.М.Цебриков,М.Н.Костин,1,directed
Р.М.Цебриков,ЕкатеринаII,1,directed
Р.М.Цебриков,Н.М.Карамзин,1,directed
Р.М.Цебриков,П.И.Макаров,1,directed
Р.М.Цебриков,П.А.Плавильщиков,1,directed
О.Чернявский,М.А.Матинский,1,directed
Г.И.Иванов,С.П.Крашенинников,1,directed
А.А.Ржевский,ЕкатеринаII,1,directed
А.А.Ржевский,Г.Р.Державин,1,directed
А.А.Ржевский,А.В.Храповицкий,1,directed
Л.И.Голенищев-Кутузов,И.Л.Голенищев-Кутузов,1,directed
Л.И.Голенищев-Кутузов,Г.Р.Державин,1,directed
Л.И.Голенищев-Кутузов,Ю.А.Нелединский-Мелецкий,1,directed
А.А.Нартов,М.М.Херасков,1,directed
А.А.Нартов,М.М.Щербатов,1,directed
А.А.Нартов,Я.Я.Штелин,1,directed
А.А.Нартов,ЕкатеринаII,1,directed
А.А.Нартов,В.К.Тредиаковский,1,directed
А.А.Нартов,А.М.Кутузов,1,directed
А.А.Нартов,М.И.Веревкин,1,directed
А.А.Нартов,А.Т.Болотов,1,directed
А.А.Нартов,А.А.Ржевский,1,directed
А.А.Нартов,И.П.Елагин,1,directed
А.А.Нартов,К.И.Дараган,1,directed
И.Ф.Беллинсгаузен,М.В.Ломоносов,1,directed
Г.С.Данков,В.Г.Рубан,1,directed
И.П.Яхонтов,М.Шванвиц,1,directed
И.П.Яхонтов,М.А.Алексеев,1,directed
И.П.Яхонтов,В.Е.Адодуров,1,directed
И.П.Яхонтов,В.К.Тредиаковский,1,directed
И.П.Яхонтов,С.П.Крашенинников,1,directed
А.Дружеруков,ЕкатеринаII,1,directed
А.Дружеруков,М.В.Ломоносов,1,directed
А.Дружеруков,Н.Е.Струйский,1,directed
А.О.Аблесимов,В.И.Майков,1,directed
А.О.Аблесимов,Н.И.Новиков,1,directed
А.О.Аблесимов,В.И.Лукин,1,directed
А.О.Аблесимов,А.М.Крутицкий,1,directed
А.О.Аблесимов,И.Юкин,1,directed
А.О.Аблесимов,Д.П.Горчаков,1,directed
А.О.Аблесимов,В.В.Капнист,1,directed
С.Н.Веницеев,И.П.Слатвинский,1,directed
С.Н.Веницеев,А.Н.Радищев,1,directed
С.Н.Веницеев,ЕкатеринаII,1,directed
Н.Г.Щеголев,Г.Щеголев,1,directed
Ив.Ф.Богданович,А.А.Палицын,1,directed
Ив.Ф.Богданович,Н.М.Карамзин,1,directed
Ив.Ф.Богданович,П.П.Бекетов,1,directed
Ив.Ф.Богданович,В.В.Капнист,1,directed
Ив.Ф.Богданович,И.И.Бецкой,1,directed
Ив.Ф.Богданович,Е.Р.Дашкова,1,directed
Ив.Ф.Богданович,Г.Р.Державин,1,directed
А.И.Воронцов,Е.Р.Дашкова,1,directed
А.И.Воронцов,В.В.Капнист,1,directed
А.И.Воронцов,Н.А.Львов,1,directed
А.И.Воронцов,П.Л.Вельяминов,1,directed
Д.Тодорский,ЕкатеринаII,1,directed
П.И.Богданович,С.Г.Домашнев,1,directed
П.И.Богданович,А.М.Грибовский,1,directed
П.И.Богданович,С.С.Бобров,1,directed
П.И.Богданович,Н.Ф.Эмин,1,directed
П.И.Богданович,ЕкатеринаII,1,directed
Т.В.Константинов,П.А.Плавильщиков,1,directed
Т.В.Константинов,Д.В.Ефимьев,1,directed
Г.С.Шутов,Е.И.Костров,1,directed
Г.С.Шутов,М.В.Ломоносов,1,directed
Ф.Г.Карин,Х.А.Чеботарев,1,directed
Ф.Г.Карин,Д.П.Горчаков,1,directed
Ф.Г.Карин,ЕкатеринаII,1,directed
Ф.Г.Карин,В.Е.Адодуров,1,directed
Ф.Г.Карин,В.К.Тредиаковский,1,directed
Ф.Г.Карин,И.А.Дмитревский,1,directed
Ф.Г.Карин,Ю.А.Нелединский-Мелецкий,1,directed
Ф.Г.Карин,Е.И.Костров,1,directed
Ф.Г.Карин,А.Дружеруков,1,directed
Г.П.Каменев,С.А.Москотильников,1,directed
Г.П.Каменев,И.И.Мартынов,1,directed
Г.П.Каменев,Н.М.Карамзин,1,directed
Г.П.Каменев,П.А.Сохацкий,1,directed
И.П.Чаадаев,Г.Р.Державин,1,directed
И.П.Чаадаев,Н.И.Новиков,1,directed
И.Н.Болтин,М.В.Ломоносов,1,directed
И.Н.Болтин,И.П.Елагин,1,directed
Д.О.Баранов,Н.М.Карамзин,1,directed
Д.О.Баранов,Д.В.Ефимьев,1,directed
Д.О.Баранов,Г.Р.Державин,1,directed
З.А.Горюшкин,С.Е.Десницкий,1,directed
З.А.Горюшкин,ЕкатеринаII,1,directed
З.А.Горюшкин,Н.Н.Сандунов,1,directed
З.А.Горюшкин,Н.М.Карамзин,1,directed
М.И.Веревкин,Г.Р.Державин,1,directed
М.И.Веревкин,ЕкатеринаII,1,directed
М.И.Веревкин,Е.Р.Дашкова,1,directed
М.И.Веревкин,М.В.Ломоносов,1,directed
М.И.Веревкин,Я.Я.Штелин,1,directed
М.И.Веревкин,Д.С.Семенов-Руднев,1,directed
М.И.Веревкин,И.И.Мелиссино,1,directed
М.И.Веревкин,О.П.Козодавлев,1,directed
Б.Ф.Арндт,Л.И.Бакмейстер,1,directed
Б.Ф.Арндт,С.И.Плещеев,1,directed
Б.Ф.Арндт,Г.Р.Державин,1,directed
Б.Ф.Арндт,Г.Л.Брайко,1,directed
Б.Ф.Арндт,В.Е.Адодуров,1,directed
Б.Ф.Арндт,С.Г.Домашнев,1,directed
Б.Ф.Арндт,А.Т.Болотов,1,directed
Б.Ф.Арндт,Ф.И.Миллер,1,directed
Б.Ф.Арндт,Я.Я.Штелин,1,directed
Б.Ф.Арндт,М.В.Ломоносов,1,directed
А.М.Шумлянский,М.М.Тереховский,1,directed
А.М.Шумлянский,Н.И.Новиков,1,directed
А.М.Шумлянский,Я.И.Булгаков,1,directed
И.У.Ванслов,В.Г.Рубан,1,directed
И.У.Ванслов,Я.И.Булгаков,1,directed
И.У.Ванслов,Г.Р.Державин,1,directed
И.У.Ванслов,Н.М.Карамзин,1,directed
И.У.Ванслов,А.Н.Радищев,1,directed
С.Г.Домашнев,М.М.Херасков,1,directed
С.Г.Домашнев,А.Д.Кантемир,1,directed
С.Г.Домашнев,М.В.Ломоносов,1,directed
С.Г.Домашнев,Н.Н.Поповский,1,directed
С.Г.Домашнев,В.К.Тредиаковский,1,directed
С.Г.Домашнев,И.А.Дмитревский,1,directed
С.Г.Домашнев,Ф.А.Козловский,1,directed
С.Г.Домашнев,ЕкатеринаII,1,directed
С.Г.Домашнев,Г.Р.Державин,1,directed
С.Г.Домашнев,Ф.О.Туманский,1,directed
С.Г.Домашнев,Г.В.Козицкий,1,directed
С.Г.Домашнев,Н.Е.Струйский,1,directed
В.Е.Адодуров,М.В.Ломоносов,1,directed
В.Е.Адодуров,Я.Я.Штелин,1,directed
В.Е.Адодуров,Г.Н.Теплов,1,directed
В.Е.Адодуров,ЕкатеринаII,1,directed
И.М.Долгоруков,Н.Е.Струйский,1,directed
И.М.Долгоруков,Н.М.Карамзин,1,directed
И.М.Долгоруков,Н.Н.Сандунов,1,directed
М.С.Бранкевич,М.И.Невзоров,1,directed
П.П.Чекалевский,И.И.Бецкой,1,directed
П.П.Чекалевский,А.Ф.Лабзин,1,directed
А.Грешищев,М.Я.Завьялов,1,directed
Ж.Ж.Бодуэн,И.И.Шувалов,1,directed
Ж.Ж.Бодуэн,Н.И.Панин,1,directed
П.С.Железников,М.В.Ломоносов,1,directed
П.С.Железников,ЕкатеринаII,1,directed
П.С.Железников,Н.М.Карамзин,1,directed
П.Денбовцев,Ф.И.Дмитриев-Мамонов,1,directed
А.Ф.Бестужев,И.П.Пнин,1,directed
А.Ф.Бестужев,И.И.Мартынов,1,directed
А.Ф.Бестужев,А.И.Бухарский,1,directed
И.И.Дмитриевский,Н.И.Новиков,1,directed
И.И.Дмитриевский,Е.Р.Дашкова,1,directed
И.И.Дмитриевский,М.И.Невзоров,1,directed
С.И.Веденский,М.В.Ломоносов,1,directed
С.И.Веденский,И.Л.Голенищев-Кутузов,1,directed
М.А.Шлиттер,Е.В.Щербатова,1,directed
М.А.Шлиттер,М.М.Херасков,1,directed
П.С.Батурин,И.А.Дмитревский,1,directed
П.С.Батурин,Г.Р.Державин,1,directed
П.С.Батурин,В.В.Новиков,1,directed
П.С.Батурин,В.В.Капнист,1,directed
И.Фармаковский,ЕкатеринаII,1,directed
М.Д.Чулков,В.М.Черников,1,directed
М.Д.Чулков,В.И.Лукин,1,directed
М.Д.Чулков,Н.Г.Курганов,1,directed
М.Д.Чулков,М.В.Ломоносов,1,directed
М.Д.Чулков,В.И.Бибиков,1,directed
М.Д.Чулков,ЕкатеринаII,1,directed
М.Д.Чулков,В.Г.Рубан,1,directed
М.Д.Чулков,И.У.Ванслов,1,directed
М.Д.Чулков,А.А.Ржевский,1,directed
М.Д.Чулков,Г.В.Козицкий,1,directed
М.Д.Чулков,А.Н.Радищев,1,directed
М.Д.Чулков,С.П.Колосов,1,directed
Д.С.Болтин,Н.М.Карамзин,1,directed
Д.С.Болтин,И.П.Степанов,1,directed
С.Климовский,Н.М.Карамзин,1,directed
Я.Дашков,И.А.Третьяков,1,directed
Я.Дашков,Н.И.Евреинов,1,directed
В.Н.Зиновьев,А.Н.Радищев,1,directed
В.Н.Зиновьев,Ф.В.Ушаков,1,directed
В.Н.Зиновьев,А.М.Кутузов,1,directed
В.Н.Зиновьев,П.И.Челищев,1,directed
В.Н.Зиновьев,О.П.Козодавлев,1,directed
В.Н.Зиновьев,ЕкатеринаII,1,directed
И.Грешищев,Е.П.Люценко,1,directed
Я.И.Булгаков,П.И.Фонвизин,1,directed
Я.И.Булгаков,Г.Р.Державин,1,directed
Я.И.Булгаков,И.И.Хемницер,1,directed
Я.И.Булгаков,ЕкатеринаII,1,directed
Я.И.Булгаков,А.М.Шумлянский,1,directed
Я.И.Булгаков,И.У.Ванслов,1,directed
Я.И.Булгаков,Н.Н.Бантыш-Каменский,1,directed
Я.И.Булгаков,А.Н.Радищев,1,directed
Ф.А.Эмин,ЕкатеринаII,1,directed
Ф.А.Эмин,А.В.Олсуфьев,1,directed
Ф.А.Эмин,В.К.Тредиаковский,1,directed
Ф.А.Эмин,И.И.Бецкой,1,directed
Ф.А.Эмин,М.В.Ломоносов,1,directed
Ф.А.Эмин,Н.Г.Курганов,1,directed
Ф.А.Эмин,Г.А.Полетика,1,directed
Ф.А.Эмин,П.И.Богданович,1,directed
Ф.А.Эмин,В.И.Лукин,1,directed
Ф.А.Эмин,М.Д.Чулков,1,directed
Ф.А.Эмин,М.М.Херасков,1,directed
Ф.А.Эмин,М.М.Щербатов,1,directed
Ф.А.Эмин,В.П.Петров,1,directed
Ф.А.Эмин,Н.И.Новиков,1,directed
И.А.Владыкин,ЕкатеринаII,1,directed
И.А.Владыкин,А.Д.Кантемир,1,directed
И.А.Владыкин,В.К.Тредиаковский,1,directed
И.А.Владыкин,С.А.Порошин,1,directed
И.А.Владыкин,Н.Н.Поповский,1,directed
И.А.Владыкин,М.В.Ломоносов,1,directed
И.Г.Воейков,Н.И.Новиков,1,directed
В.К.Тредиаковский,А.Д.Кантемир,1,directed
В.К.Тредиаковский,И.С.Горлицкий,1,directed
В.К.Тредиаковский,В.Е.Адодуров,1,directed
В.К.Тредиаковский,М.В.Ломоносов,1,directed
В.К.Тредиаковский,С.Витинский,1,directed
В.К.Тредиаковский,М.Г.Собакин,1,directed
В.К.Тредиаковский,М.Шванвиц,1,directed
В.К.Тредиаковский,Я.Я.Штелин,1,directed
В.К.Тредиаковский,Н.Н.Поповский,1,directed
В.К.Тредиаковский,С.П.Крашенинников,1,directed
В.К.Тредиаковский,Г.Р.Державин,1,directed
В.К.Тредиаковский,Н.М.Карамзин,1,directed
В.К.Тредиаковский,В.В.Капнист,1,directed
И.Г.Туманский,Ф.О.Туманский,1,directed
И.Г.Туманский,Н.Н.Мотонис,1,directed
И.Г.Туманский,Г.В.Козицкий,1,directed
И.Г.Туманский,М.В.Ломоносов,1,directed
Т.П.Кирияк,В.И.Бибиков,1,directed
Т.П.Кирияк,В.Ф.Зуев,1,directed
