Source,Target,Weight,Type
П.А.Плавильщиков,Я.Б.Княжнин,1,directed
П.А.Плавильщиков,В.И.Майков,1,directed
П.А.Плавильщиков,П.И.Страхов,1,directed
П.А.Плавильщиков,Д.И.Фонвизин,1,directed
П.А.Плавильщиков,Х.А.Чеботарев,1,directed
С.И.Плещеев,М.И.Антоновский,1,directed
С.И.Плещеев,Б.Ф.Арндт,1,directed
С.И.Плещеев,ЕкатеринаII,1,directed
С.И.Плещеев,Г.С.Лебедев,1,directed
С.И.Плещеев,М.В.Ломоносов,1,directed
С.И.Плещеев,И.В.Лопухин,1,directed
С.И.Плещеев,Н.И.Новиков,1,directed
С.И.Плещеев,Н.И.Панин,1,directed
С.И.Плещеев,В.Г.Рубан,1,directed
И.П.Пнин,Н.И.Анненский,1,directed
И.П.Пнин,М.И.Антоновский,1,directed
И.П.Пнин,А.Ф.Бестужев,1,directed
И.П.Пнин,Е.Ф.Болтина,1,directed
И.П.Пнин,Г.И.Громов,1,directed
И.П.Пнин,ЕкатеринаII,1,directed
И.П.Пнин,Е.А.Колычев,1,directed
И.П.Пнин,И.И.Мартынов,1,directed
И.П.Пнин,М.Н.Муравьев,1,directed
И.П.Пнин,И.М.Остолопов,1,directed
И.П.Пнин,Н.И.Панин,1,directed
И.П.Пнин,А.Н.Радищев,1,directed
И.П.Пнин,Д.И.Фонвизин,1,directed
П.В.Победоносцев,С.С.Бобров,1,directed
П.В.Победоносцев,Н.М.Карамзин,1,directed
П.В.Победоносцев,М.В.Ломоносов,1,directed
П.В.Победоносцев,И.С.Рижский,1,directed
П.В.Победоносцев,П.А.Сохацкий,1,directed
В.С.Подшивалов,Д.С.Аничков,1,directed
В.С.Подшивалов,А.В.Аргамаков,1,directed
В.С.Подшивалов,М.Н.Баккаревич,1,directed
В.С.Подшивалов,Н.Н.Бантыш-Каменский,1,directed
В.С.Подшивалов,Ип.Ф.Богданович,1,directed
В.С.Подшивалов,А.Т.Болотов,1,directed
В.С.Подшивалов,А.В.Воейков,1,directed
В.С.Подшивалов,М.М.Вышеславцев,1,directed
В.С.Подшивалов,М.Г.Гаврилов,1,directed
В.С.Подшивалов,П.Г.Гагарин,1,directed
В.С.Подшивалов,Г.Р.Державин,1,directed
В.С.Подшивалов,И.И.Дмитриев,1,directed
В.С.Подшивалов,В.В.Капнист,1,directed
В.С.Подшивалов,Н.М.Карамзин,1,directed
В.С.Подшивалов,А.В.Лопухин,1,directed
В.С.Подшивалов,П.С.Молчанов,1,directed
В.С.Подшивалов,М.Н.Муравьев,1,directed
В.С.Подшивалов,Ю.А.Нелединский-Мелецкий,1,directed
В.С.Подшивалов,Н.П.Николев,1,directed
В.С.Подшивалов,Н.И.Новиков,1,directed
В.С.Подшивалов,А.Подшивалова,1,directed
В.С.Подшивалов,Е.П.Свиньина,1,directed
В.С.Подшивалов,А.Скворцов,1,directed
В.С.Подшивалов,Н.С.Смирнов,1,directed
В.С.Подшивалов,П.А.Сохацкий,1,directed
В.С.Подшивалов,Ф.О.Туманский,1,directed
В.С.Подшивалов,А.И.Ханенко,1,directed
В.С.Подшивалов,А.П.Хвостова,1,directed
В.С.Подшивалов,Н.А.Хлюстин,1,directed
В.С.Подшивалов,Г.А.Хованский,1,directed
А.Подшивалова,И.И.Дмитриев,1,directed
А.Подшивалова,В.С.Подшивалов,1,directed
А.Я.Поленов,С.С.Башилов,1,directed
А.Я.Поленов,Б.А.Волков,1,directed
А.Я.Поленов,ЕкатеринаII,1,directed
А.Я.Поленов,Г.В.Козицкий,1,directed
А.Я.Поленов,В.И.Лебедев,1,directed
А.Я.Поленов,П.Г.Левшин,1,directed
А.Я.Поленов,И.И.Лепехин,1,directed
А.Я.Поленов,А.Н.Радищев,1,directed
А.Я.Поленов,В.П.Светов,1,directed
А.Я.Поленов,Я.Я.Штелин,1,directed
Г.А.Полетика,С.С.Волчков,1,directed
Г.А.Полетика,ЕкатеринаII,1,directed
Г.А.Полетика,А.Д.Кантемир,1,directed
Г.А.Полетика,В.Лащевский,1,directed
Г.А.Полетика,П.Г.Левшин,1,directed
Г.А.Полетика,М.В.Ломоносов,1,directed
Г.А.Полетика,Е.Прокопович,1,directed
Г.А.Полетика,С.Ф.Тодорский,1,directed
Г.А.Полетика,В.К.Тредиаковский,1,directed
Г.А.Полетика,Я.Я.Штелин,1,directed
Г.А.Полетика,М.М.Щербатов,1,directed
Г.А.Полетика,С.И.Яворский,1,directed
Н.И.Поливанов,Т.П.Кирияк,1,directed
Н.И.Поливанов,Д.И.Фонвизин,1,directed
Г.Г.Политковский,Д.П.Горчаков,1,directed
Г.Г.Политковский,Г.Р.Державин,1,directed
Г.Г.Политковский,И.С.Захаров,1,directed
Н.Р.Политковский,И.С.Захаров,1,directed
П.Я.Полонский,Я.Я.Штелин,1,directed
И.Ф.Полянский,Е.А.Болховитинов,1,directed
П.Н.Пономарев,Г.О.Конисский,1,directed
П.Н.Пономарев,П.Г.Левшин,1,directed
А.И.Попов,М.И.Попов,1,directed
А.И.Попов,Ф.О.Туманский,1,directed
В.М.Попов,В.С.Попов,1,directed
В.С.Попов,Е.Р.Дашкова,1,directed
В.С.Попов,Г.Р.Державин,1,directed
В.С.Попов,И.И.Дмитриев,1,directed
В.С.Попов,ЕкатеринаII,1,directed
В.С.Попов,А.И.Мусин-Пушкин,1,directed
В.С.Попов,А.А.Нартов,1,directed
В.С.Попов,Ю.А.Нелединский-Мелецкий,1,directed
В.С.Попов,Н.И.Новиков,1,directed
В.С.Попов,А.В.Храповицкий,1,directed
И.В.Попов,Г.Р.Державин,1,directed
И.В.Попов,ЕкатеринаII,1,directed
И.В.Попов,Н.М.Карамзин,1,directed
И.В.Попов,П.И.Макаров,1,directed
И.В.Попов,В.М.Протопопов,1,directed
М.И.Попов,Ф.Г.Волков,1,directed
М.И.Попов,Н.М.Карамзин,1,directed
М.И.Попов,Ф.Я.Козельский,1,directed
М.И.Попов,В.А.Левшин,1,directed
М.И.Попов,В.И.Лукин,1,directed
М.И.Попов,М.Н.Муравьев,1,directed
М.И.Попов,Н.И.Новиков,1,directed
М.И.Попов,В.П.Петров,1,directed
М.И.Попов,В.Г.Рубан,1,directed
М.И.Попов,Д.И.Фонвизин,1,directed
М.И.Попов,М.Д.Чулков,1,directed
Н.И.Попов,В.Е.Адодуров,1,directed
Н.И.Попов,ЕкатеринаII,1,directed
Н.И.Попов,С.П.Крашенинников,1,directed
Н.И.Попов,В.И.Лебедев,1,directed
Н.И.Попов,М.В.Ломоносов,1,directed
Н.И.Попов,А.К.Нартов,1,directed
Н.И.Попов,А.П.Сумароков,1,directed
Н.И.Попов,В.К.Тредиаковский,1,directed
Н.И.Попов,Я.Я.Штелин,1,directed
Н.Н.Поповский,А.А.Барсов,1,directed
Н.Н.Поповский,Ип.Ф.Богданович,1,directed
Н.Н.Поповский,Г.Р.Державин,1,directed
Н.Н.Поповский,С.Г.Домашнев,1,directed
Н.Н.Поповский,И.П.Елагин,1,directed
Н.Н.Поповский,А.С.Зертис-Каменский,1,directed
Н.Н.Поповский,Ф.Г.Карин,1,directed
Н.Н.Поповский,Г.В.Козицкий,1,directed
Н.Н.Поповский,М.В.Ломоносов,1,directed
Н.Н.Поповский,И.И.Мелиссино,1,directed
Н.Н.Поповский,М.Н.Муравьев,1,directed
Н.Н.Поповский,Н.И.Новиков,1,directed
Н.Н.Поповский,Е.Прокопович,1,directed
Н.Н.Поповский,А.П.Сумароков,1,directed
Н.Н.Поповский,Г.Н.Теплов,1,directed
Н.Н.Поповский,В.К.Тредиаковский,1,directed
Н.Н.Поповский,Д.И.Фонвизин,1,directed
Н.Н.Поповский,П.И.Фонвизин,1,directed
Н.Н.Поповский,Я.Я.Штелин,1,directed
Н.Н.Поповский,И.И.Шувалов,1,directed
Н.Н.Поповский,Ф.Я.Яремский,1,directed
С.А.Порошин,Н.Н.Бантыш-Каменский,1,directed
С.А.Порошин,В.И.Бибиков,1,directed
С.А.Порошин,Ип.Ф.Богданович,1,directed
С.А.Порошин,И.Е.Глебовский,1,directed
С.А.Порошин,ЕкатеринаII,1,directed
С.А.Порошин,И.П.Елагин,1,directed
С.А.Порошин,Г.В.Козицкий,1,directed
С.А.Порошин,И.И.Кропотов,1,directed
С.А.Порошин,П.Г.Левшин,1,directed
С.А.Порошин,Т.И.Остервальд,1,directed
С.А.Порошин,Н.И.Панин,1,directed
С.А.Порошин,А.П.Сумароков,1,directed
С.А.Порошин,Г.Н.Теплов,1,directed
С.А.Порошин,Д.И.Фонвизин,1,directed
С.А.Порошин,Ф.А.Эмин,1,directed
И.Т.Посошков,М.В.Ломоносов,1,directed
И.Т.Посошков,С.И.Яворский,1,directed
Ф.Т.Поспелов,М.И.Антоновский,1,directed
Ф.Т.Поспелов,Г.Р.Державин,1,directed
Ф.Т.Поспелов,ЕкатеринаII,1,directed
Ф.Т.Поспелов,Н.М.Карамзин,1,directed
Ф.Т.Поспелов,Н.А.Львов,1,directed
Ф.Т.Поспелов,В.К.Тредиаковский,1,directed
Ф.Т.Поспелов,Н.Ф.Эмин,1,directed
М.А.Поспелова,А.Т.Болотов,1,directed
М.А.Поспелова,Г.Р.Державин,1,directed
М.А.Поспелова,И.М.Долгоруков,1,directed
М.А.Поспелова,Н.М.Карамзин,1,directed
М.А.Поспелова,В.С.Подшивалов,1,directed
М.А.Поспелова,Ф.Т.Поспелов,1,directed
М.А.Поспелова,М.М.Херасков,1,directed
П.С.Потемкин,ЕкатеринаII,1,directed
П.С.Потемкин,А.И.Клушин,1,directed
П.С.Потемкин,Н.И.Новиков,1,directed
П.С.Потемкин,А.П.Сумароков,1,directed
П.С.Потемкин,М.М.Херасков,1,directed
П.С.Потемкин,И.И.Шувалов,1,directed
В.А.Приклонский,Я.И.Булгаков,1,directed
Е.Прокопович,Е.А.Болховитинов,1,directed
Е.Прокопович,Г.Ф.Бужинский,1,directed
Е.Прокопович,Г.Р.Державин,1,directed
Е.Прокопович,А.Д.Кантемир,1,directed
Е.Прокопович,Н.М.Карамзин,1,directed
Е.Прокопович,Ф.Кролик,1,directed
Е.Прокопович,М.В.Ломоносов,1,directed
Е.Прокопович,Ф.Л.Лопатинский,1,directed
Е.Прокопович,С.Ф.Наковальнин,1,directed
Е.Прокопович,Н.И.Новиков,1,directed
Е.Прокопович,А.П.Сумароков,1,directed
Е.Прокопович,Г.Н.Теплов,1,directed
Е.Прокопович,В.К.Тредиаковский,1,directed
Е.Прокопович,Д.И.Фонвизин,1,directed
Е.Прокопович,М.М.Херасков,1,directed
Е.Прокопович,С.И.Яворский,1,directed
М.И.Прокудин-Горский,И.И.Бецкой,1,directed
М.И.Прокудин-Горский,ЕкатеринаII,1,directed
М.И.Прокудин-Горский,Е.И.Костров,1,directed
М.И.Прокудин-Горский,Н.П.Николев,1,directed
М.И.Прокудин-Горский,Ф.П.Печерин,1,directed
М.И.Прокудин-Горский,Д.И.Фонвизин,1,directed
М.И.Прокудин-Горский,М.М.Херасков,1,directed
А.Я.Протасов,Г.Р.Державин,1,directed
А.Протопопов,В.Г.Рубан,1,directed
А.Ф.Протопопов,М.В.Ломоносов,1,directed
В.М.Протопопов,Е.А.Болховитинов,1,directed
В.М.Протопопов,П.С.Молчанов,1,directed
В.М.Протопопов,П.А.Сохацкий,1,directed
В.М.Протопопов,И.П.Тургенев,1,directed
М.В.Протопопов,Е.А.Болховитинов,1,directed
М.В.Протопопов,А.И.Мусин-Пушкин,1,directed
В.Я.Прутковский,Т.М.Воскресенский,1,directed
И.Д.Прянишников,М.И.Веревкин,1,directed
И.Д.Прянишников,ЕкатеринаII,1,directed
И.Д.Прянишников,М.В.Ломоносов,1,directed
И.Д.Прянишников,А.Н.Радищев,1,directed
В.Пустовойтов,В.Д.Санковский,1,directed
М.А.Пушкин,М.И.Веревкин,1,directed
М.А.Пушкин,Е.Р.Дашкова,1,directed
М.А.Пушкин,ЕкатеринаII,1,directed
М.А.Пушкин,И.И.Мелиссино,1,directed
М.А.Пушкин,Н.П.Николев,1,directed
М.А.Пушкин,И.И.Панаев,1,directed
М.А.Пушкин,А.Н.Радищев,1,directed
М.А.Пушкин,П.П.Сумароков,1,directed
Н.О.Пушников,ЕкатеринаII,1,directed
Н.О.Пушников,А.П.Сумароков,1,directed
И.П.Пырский,В.Г.Рубан,1,directed
П.А.Словцов,И.И.Мартынов,1,directed
П.А.Словцов,ЕкатеринаII,1,directed
П.А.Словцов,М.Л.Магницкий,1,directed
П.А.Словцов,С.С.Бобров,1,directed
П.А.Словцов,Г.Р.Державин,1,directed
П.А.Словцов,Н.М.Карамзин,1,directed
П.А.Словцов,А.Н.Радищев,1,directed
П.А.Словцов,К.В.Злобин,1,directed
В.А.Трубецкая,Е.С.Урусова,1,directed
В.А.Трубецкая,Е.В.Хераскова,1,directed
В.Г.Вороблевский,П.Н.Крекшин,1,directed
Г.И.Гагарин,М.Н.Баккаревич,1,directed
Г.И.Гагарин,Г.Р.Державин,1,directed
А.Н.Фрязиновский,В.Г.Рубан,1,directed
А.Н.Фрязиновский,В.В.Капнист,1,directed
А.Н.Фрязиновский,И.А.Владыкин,1,directed
А.Н.Фрязиновский,А.О.Аблесимов,1,directed
А.Н.Фрязиновский,М.И.Веревкин,1,directed
И.И.Татищев,ЕкатеринаII,1,directed
И.И.Татищев,А.В.Храповицкий,1,directed
А.М.Вындомский,Н.И.Новиков,1,directed
А.М.Вындомский,Г.А.Хованский,1,directed
А.М.Вындомский,Е.П.Люценко,1,directed
М.И.Багрянский,Д.С.Аничков,1,directed
М.И.Багрянский,Х.А.Чеботарев,1,directed
М.И.Багрянский,Н.И.Новиков,1,directed
М.И.Багрянский,Н.М.Карамзин,1,directed
М.И.Багрянский,ЕкатеринаII,1,directed
М.И.Багрянский,А.Ф.Лабзин,1,directed
М.И.Багрянский,М.И.Невзоров,1,directed
С.С.Бобров,М.И.Невзоров,1,directed
С.С.Бобров,А.А.Петров,1,directed
С.С.Бобров,Н.М.Карамзин,1,directed
С.С.Бобров,М.И.Антоновский,1,directed
С.С.Бобров,А.М.Кутузов,1,directed
С.С.Бобров,П.П.Икосов,1,directed
С.С.Бобров,А.Н.Радищев,1,directed
С.С.Бобров,И.П.Пнин,1,directed
С.С.Бобров,И.И.Мартынов,1,directed
С.С.Бобров,Г.Р.Державин,1,directed
Д.В.Волков,ЕкатеринаII,1,directed
Н.Хрущев,М.В.Ломоносов,1,directed
А.И.Голицын,Н.М.Карамзин,1,directed
А.И.Голицын,М.М.Херасков,1,directed
А.И.Голицын,Ю.А.Нелединский-Мелецкий,1,directed
А.И.Голицын,Я.И.Булгаков,1,directed
А.И.Голицын,Е.Ф.Болтина,1,directed
А.И.Голицын,Е.М.Долгорукова,1,directed
Е.Н.Каржавин,В.К.Тредиаковский,1,directed
Е.Н.Каржавин,В.Г.Рубан,1,directed
Е.Н.Каржавин,П.И.Челищев,1,directed
И.И.Хемницер,ЕкатеринаII,1,directed
И.И.Хемницер,В.В.Капнист,1,directed
И.И.Хемницер,М.В.Ломоносов,1,directed
И.И.Хемницер,Г.Р.Державин,1,directed
А.Горка,М.Е.Финицкий,1,directed
Н.И.Панин,ЕкатеринаII,1,directed
Н.И.Панин,В.К.Тредиаковский,1,directed
Н.И.Панин,С.А.Порошин,1,directed
Н.И.Панин,М.В.Ломоносов,1,directed
Н.И.Панин,Е.Р.Дашкова,1,directed
Н.И.Панин,В.И.Лукин,1,directed
Н.И.Панин,Ф.Я.Козельский,1,directed
Н.И.Панин,В.В.Лазаревич,1,directed
Н.И.Панин,А.П.Палладоклис,1,directed
Н.И.Панин,Н.М.Карамзин,1,directed
М.С.Доброгорский,И.В.Шишкин,1,directed
Н.П.Николев,Е.Р.Дашкова,1,directed
Н.П.Николев,ЕкатеринаII,1,directed
Н.П.Николев,А.О.Аблесимов,1,directed
Н.П.Николев,В.В.Капнист,1,directed
Н.П.Николев,Я.Б.Княжнин,1,directed
Н.П.Николев,Д.П.Горчаков,1,directed
Н.П.Николев,М.А.Пушкин,1,directed
Н.П.Николев,М.В.Ломоносов,1,directed
Н.П.Николев,В.К.Тредиаковский,1,directed
Н.П.Николев,А.И.Клушин,1,directed
Н.П.Николев,Е.И.Костров,1,directed
Н.П.Николев,Г.Р.Державин,1,directed
П.Воин-Куринский,Е.И.Костров,1,directed
В.П.Колычев,М.В.Ломоносов,1,directed
В.П.Колычев,ЕкатеринаII,1,directed
В.П.Колычев,А.Т.Болотов,1,directed
Л.И.Бакмейстер,М.В.Ломоносов,1,directed
Л.И.Бакмейстер,М.М.Щербатов,1,directed
В.В.Тузов,ЕкатеринаII,1,directed
А.М.Грибовский,Г.Р.Державин,1,directed
А.М.Грибовский,Н.Ф.Эмин,1,directed
А.М.Грибовский,О.П.Козодавлев,1,directed
А.М.Грибовский,ЕкатеринаII,1,directed
А.М.Грибовский,Е.Р.Дашкова,1,directed
Н.И.Даниловский,Н.М.Карамзин,1,directed
Н.И.Даниловский,Я.И.Булгаков,1,directed
А.Д.Копьев,Г.Р.Державин,1,directed
А.Д.Копьев,Н.Ф.Эмин,1,directed
А.Д.Копьев,ЕкатеринаII,1,directed
А.А.Волков,ЕкатеринаII,1,directed
А.А.Волков,И.А.Дмитревский,1,directed
А.А.Волков,С.Г.Домашнев,1,directed
А.А.Волков,В.И.Лукин,1,directed
П.П.Шафиров,М.В.Ломоносов,1,directed
М.Г.Спиридов,А.Н.Радищев,1,directed
М.Г.Спиридов,А.М.Кутузов,1,directed
М.Г.Спиридов,П.И.Челищев,1,directed
М.Г.Спиридов,ЕкатеринаII,1,directed
М.Г.Спиридов,В.Г.Рубан,1,directed
М.Г.Спиридов,Н.И.Новиков,1,directed
М.Г.Спиридов,М.Г.Собакин,1,directed
Л.И.Сичкарев,М.В.Ломоносов,1,directed
Л.И.Сичкарев,ЕкатеринаII,1,directed
Л.И.Сичкарев,Н.Н.Поповский,1,directed
А.Г.Зыбелин,ЕкатеринаII,1,directed
А.И.Корсакова,И.П.Елагин,1,directed
А.И.Корсакова,Г.Р.Державин,1,directed
И.П.Сипягин,В.С.Подшивалов,1,directed
И.П.Сипягин,ЕкатеринаII,1,directed
И.П.Сипягин,П.С.Молчанов,1,directed
И.П.Сипягин,Ю.А.Нелединский-Мелецкий,1,directed
М.В.Сушков,А.Г.Решетников,1,directed
М.В.Сушков,Г.Р.Державин,1,directed
М.В.Сушков,М.В.Храповицкий,1,directed
М.В.Сушков,Н.Н.Бантыш-Каменский,1,directed
М.В.Сушков,Н.М.Карамзин,1,directed
В.И.Бибиков,ЕкатеринаII,1,directed
В.И.Бибиков,И.И.Кропотов,1,directed
В.И.Бибиков,И.И.Мелиссино,1,directed
В.И.Бибиков,С.А.Порошин,1,directed
В.И.Бибиков,Д.И.Фонвизин,1,directed
В.И.Бибиков,И.П.Елагин,1,directed
В.И.Бибиков,П.А.Плавильщиков,1,directed
К.А.Кондратович,М.В.Ломоносов,1,directed
К.А.Кондратович,Е.Р.Дашкова,1,directed
А.И.Апухтин,В.Г.Рубан,1,directed
П.Л.Вельяминов,И.Г.Рахманинов,1,directed
П.Л.Вельяминов,Н.А.Львов,1,directed
П.Л.Вельяминов,Г.Р.Державин,1,directed
Г.П.Гагарин,Е.Р.Дашкова,1,directed
Г.П.Гагарин,И.П.Елагин,1,directed
Г.П.Гагарин,М.И.Багрянский,1,directed
Г.П.Гагарин,ЕкатеринаII,1,directed
Г.П.Гагарин,Н.И.Новиков,1,directed
Г.П.Гагарин,А.Ф.Лабзин,1,directed
Г.П.Гагарин,Я.И.Булгаков,1,directed
М.П.Семенов,Н.Г.Курганов,1,directed
Е.В.Хераскова,Н.М.Карамзин,1,directed
А.М.Теряев,В.Ф.Зуев,1,directed
А.М.Теряев,Н.Я.Озерецковский,1,directed
А.М.Теряев,Г.Р.Державин,1,directed
И.А.Дмитревский,Ф.Г.Волков,1,directed
И.А.Дмитревский,А.Ф.Малиновский,1,directed
И.А.Дмитревский,В.И.Лукин,1,directed
И.А.Дмитревский,Б.Е.Ельчанинов,1,directed
И.А.Дмитревский,А.С.Яковлев,1,directed
И.А.Дмитревский,А.А.Майков,1,directed
И.А.Дмитревский,Г.Р.Державин,1,directed
И.А.Дмитревский,Я.Б.Княжнин,1,directed
И.А.Дмитревский,С.Г.Домашнев,1,directed
И.А.Дмитревский,А.И.Клушин,1,directed
И.А.Дмитревский,П.А.Плавильщиков,1,directed
А.С.Хвостов,С.В.Перфильев,1,directed
А.С.Хвостов,Г.Р.Державин,1,directed
А.С.Хвостов,А.Г.Окунев,1,directed
А.С.Хвостов,В.В.Капнист,1,directed
А.С.Хвостов,И.И.Хемницер,1,directed
А.С.Хвостов,М.В.Ломоносов,1,directed
А.С.Хвостов,ЕкатеринаII,1,directed
А.С.Хвостов,Е.Р.Дашкова,1,directed
А.С.Хвостов,О.П.Козодавлев,1,directed
А.С.Хвостов,Д.П.Горчаков,1,directed
А.С.Хвостов,Н.Я.Озерецковский,1,directed
А.С.Хвостов,И.С.Захаров,1,directed
А.Ф.Севастьянов,М.В.Ломоносов,1,directed
А.Ф.Севастьянов,И.А.Второв,1,directed
А.Ф.Севастьянов,И.И.Лепехин,1,directed
А.Ф.Севастьянов,Г.Р.Державин,1,directed
Д.П.Горчаков,П.М.Карабанов,1,directed
Д.П.Горчаков,М.В.Ломоносов,1,directed
Д.П.Горчаков,Г.Р.Державин,1,directed
Д.П.Горчаков,А.О.Аблесимов,1,directed
Д.П.Горчаков,В.И.Лукин,1,directed
Д.П.Горчаков,В.В.Капнист,1,directed
Д.П.Горчаков,Н.Микулин,1,directed
Д.П.Горчаков,ЕкатеринаII,1,directed
Д.П.Горчаков,Н.М.Карамзин,1,directed
Д.П.Горчаков,А.И.Клушин,1,directed
Д.П.Горчаков,Д.В.Ефимьев,1,directed
Д.П.Горчаков,А.Ф.Лабзин,1,directed
И.Н.Дебольцев,С.С.Башилов,1,directed
К.В.Злобин,О.П.Козодавлев,1,directed
К.В.Злобин,Г.Р.Державин,1,directed
К.В.Злобин,П.А.Словцов,1,directed
К.В.Злобин,Н.М.Карамзин,1,directed
Г.И.Калиновский,В.Г.Рубан,1,directed
Г.И.Калиновский,Г.И.Громов,1,directed
Я.Б.Княжнин,М.В.Ломоносов,1,directed
Я.Б.Княжнин,И.П.Елагин,1,directed
Я.Б.Княжнин,В.И.Лукин,1,directed
Я.Б.Княжнин,В.К.Тредиаковский,1,directed
Я.Б.Княжнин,В.И.Бибиков,1,directed
Я.Б.Княжнин,ЕкатеринаII,1,directed
Я.Б.Княжнин,П.А.Плавильщиков,1,directed
Я.Б.Княжнин,И.И.Бецкой,1,directed
Я.Б.Княжнин,Г.Л.Брайко,1,directed
Я.Б.Княжнин,Б.Ф.Арндт,1,directed
Я.Б.Княжнин,В.В.Капнист,1,directed
Я.Б.Княжнин,И.И.Хемницер,1,directed
Я.Б.Княжнин,В.В.Ханыков,1,directed
Я.Б.Княжнин,Ф.О.Туманский,1,directed
Я.Б.Княжнин,Д.В.Ефимьев,1,directed
Я.Б.Княжнин,А.О.Аблесимов,1,directed
Я.Б.Княжнин,Е.А.Княжнина,1,directed
Я.Б.Княжнин,А.И.Клушин,1,directed
М.С.Бегичев,А.Ф.Севастьянов,1,directed
К.Ф.Дамский,А.О.Аблесимов,1,directed
Б.Е.Ельчанинов,С.И.Глебов,1,directed
Ф.В.Сибирский,Е.Р.Дашкова,1,directed
Ф.В.Сибирский,Н.М.Карамзин,1,directed
Т.С.Соколов,Г.Р.Державин,1,directed
Е.В.Щербатова,В.С.Подшивалов,1,directed
Е.В.Щербатова,П.А.Сохацкий,1,directed
Е.В.Щербатова,М.А.Шлиттер,1,directed
Ф.М.Брянчанинов,Н.М.Карамзин,1,directed
Игн.А.Тейльс,ЕкатеринаII,1,directed
Игн.А.Тейльс,И.Ф.Румянцев,1,directed
В.Ф.Зуев,С.Г.Домашнев,1,directed
В.Ф.Зуев,П.С.Свистунов,1,directed
В.Ф.Зуев,Я.И.Булгаков,1,directed
В.Ф.Зуев,Е.Р.Дашкова,1,directed
В.Ф.Зуев,С.П.Крашенинников,1,directed
В.Ф.Зуев,Е.Б.Сырейщиков,1,directed
В.Ф.Зуев,О.П.Козодавлев,1,directed
А.М.Разумов,В.И.Лебедев,1,directed
И.В.Лопухин,Н.И.Новиков,1,directed
И.В.Лопухин,Х.А.Чеботарев,1,directed
И.В.Лопухин,М.И.Багрянский,1,directed
И.В.Лопухин,М.И.Невзоров,1,directed
И.В.Лопухин,В.Я.Колокольников,1,directed
И.В.Лопухин,А.Н.Радищев,1,directed
И.В.Лопухин,ЕкатеринаII,1,directed
И.В.Лопухин,Н.М.Карамзин,1,directed
И.В.Лопухин,Г.Р.Державин,1,directed
И.В.Лопухин,И.П.Елагин,1,directed
И.В.Лопухин,Я.И.Булгаков,1,directed
И.В.Лопухин,Г.П.Каменев,1,directed
И.В.Лопухин,И.А.Второв,1,directed
И.В.Лопухин,Ю.А.Нелединский-Мелецкий,1,directed
И.В.Лопухин,А.Ф.Малиновский,1,directed
И.В.Лопухин,А.Ф.Лабзин,1,directed
И.В.Лопухин,С.И.Гамалея,1,directed
М.В.Сушкова,Г.Р.Державин,1,directed
И.И.Варакин,А.И.Клушин,1,directed
И.И.Варакин,Г.Р.Державин,1,directed
И.В.Шишкин,М.В.Ломоносов,1,directed
И.В.Шишкин,С.П.Крашенинников,1,directed
А.И.Фомин,В.В.Крестинин,1,directed
А.И.Фомин,И.И.Лепехин,1,directed
А.Н.Урусов,Г.Р.Державин,1,directed
А.Н.Урусов,О.П.Козодавлев,1,directed
П.Н.Трубецкой,Я.Я.Штелин,1,directed
А.И.Дмитриев,И.И.Дмитриев,1,directed
А.И.Дмитриев,Д.И.Фонвизин,1,directed
А.И.Дмитриев,М.В.Ломоносов,1,directed
А.И.Дмитриев,В.К.Тредиаковский,1,directed
А.И.Дмитриев,Н.М.Карамзин,1,directed
А.И.Дмитриев,Г.Р.Державин,1,directed
А.И.Дмитриев,А.А.Петров,1,directed
В.В.Лазаревич,И.П.Елагин,1,directed
Н.Вонлярский,А.Ф.Севастьянов,1,directed
И.С.Рижский,М.В.Ломоносов,1,directed
Д.И.Вельяшев-Волынцев,Н.М.Карамзин,1,directed
Д.И.Вельяшев-Волынцев,Г.Р.Державин,1,directed
Д.И.Вельяшев-Волынцев,М.Л.Магницкий,1,directed
Г.Щеголев,В.Беляев,1,directed
Г.Щеголев,И.В.Шишкин,1,directed
Е.А.Княжнина,Н.И.Новиков,1,directed
Е.А.Княжнина,И.А.Дмитревский,1,directed
С.И.Волков,А.Я.Поленов,1,directed
А.Свищев,А.Т.Болотов,1,directed
М.В.Храповицкий,А.В.Храповицкий,1,directed
М.В.Храповицкий,В.В.Капнист,1,directed
И.Гурьев,Н.М.Карамзин,1,directed
И.Гурьев,С.С.Башилов,1,directed
И.К.Голеневский,ЕкатеринаII,1,directed
И.К.Голеневский,М.В.Ломоносов,1,directed
В.А.Караулова,Е.А.Княжнина,1,directed
Г.Ярошевский,А.Г.Решетников,1,directed
В.Д.Голицын,Е.И.Костров,1,directed
В.Д.Голицын,Н.М.Карамзин,1,directed
В.Д.Голицын,Г.Р.Державин,1,directed
Н.Н.Бантыш-Каменский,Ф.И.Миллер,1,directed
Н.Н.Бантыш-Каменский,Н.М.Карамзин,1,directed
Н.Н.Бантыш-Каменский,Ф.О.Туманский,1,directed
А.М.Дмитриев-Мамонов,ЕкатеринаII,1,directed
А.М.Дмитриев-Мамонов,Е.Р.Дашкова,1,directed
И.И.Голубцов,М.В.Ломоносов,1,directed
И.И.Голубцов,В.Е.Адодуров,1,directed
И.И.Голубцов,С.А.Порошин,1,directed
И.И.Голубцов,В.Е.Теплов,1,directed
И.И.Голубцов,С.П.Кулябка,1,directed
